customer_id,occupation,employment_type,education,completed_years_of_education,marital_status,relationship_in_household,race,country,total_quantity,total_spent,avg_quantity,avg_spent,var_quantity,var_spent,number_of_orders,age,type_of_client
46283118,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,45,203.35,2.3684,10.702632,4.1274238227146824,108.94328254847645,19,31,NULL
47816415,Tech-support,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,United-States,284,134.77,10.5185,4.991481,780.9903978052126,137.22110150891635,27,35,Wholesaler
50262518,Other-service,Private,Some-college,10,Never-married,Not-in-family,White,United-States,83,181.84,2.9643,6.494286,2.391581632653061,20.15822448979592,28,20,NULL
54256217,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Wife,White,United-States,5276,11772.66,9.9547,22.212566,787.496062655749,2625.998823981489,530,31,NULL
54800677,Machine-op-inspct,Private,Bachelors,13,Divorced,Unmarried,Other,Puerto-Rico,170,422.17,3.1481,7.817963,4.163237311385459,48.06228288751714,54,47,NULL
55772857,Farming-fishing,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,United-States,136,456.32,3.2381,10.864762,7.467120181405896,78.82341065759636,42,34,Personal
57865404,Unknown,Unknown,Some-college,10,Married-civ-spouse,Wife,Black,United-States,534,1463.55,11.3617,31.139362,648.1457673155275,1030.022044273427,47,21,NULL
58321084,Sales,Private,Some-college,10,Never-married,Own-child,White,United-States,821,1340.65,6.2197,10.156439,353.35324839302103,762.508813837236,132,19,NULL
59011417,Exec-managerial,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,12,13.30,4.0000,4.433333,18,13.117222222222225,3,59,Personal
60498466,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,178,729.31,3.0690,12.574310,5.271105826397145,135.09825900713432,58,59,Wholesaler
60702094,Prof-specialty,Private,Doctorate,16,Married-spouse-absent,Unmarried,Amer-Indian-Eskimo,United-States,117,214.75,5.3182,9.761364,13.853305785123966,51.42271177685951,22,42,NULL
61046912,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,407,646.14,2.4667,3.916000,11.194343434343434,27.9348264242424,165,41,NULL
61594561,Adm-clerical,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,122,322.44,3.2973,8.714595,9.614317019722424,65.75078699780862,37,19,NULL
61776740,Transport-moving,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,United-States,301,897.09,3.4205,10.194205,10.970945247933885,143.23628800361567,88,37,NULL
64169987,Craft-repair,Private,Some-college,10,Never-married,Own-child,Amer-Indian-Eskimo,United-States,128,479.98,2.4151,9.056226,3.525809896760413,103.95237443930225,53,26,NULL
64182124,Handlers-cleaners,Private,HS-grad,9,Never-married,Own-child,White,United-States,65,152.80,2.3214,5.457143,4.432397959183673,17.277970408163263,28,20,Personal
66379993,Adm-clerical,Private,Masters,14,Never-married,Not-in-family,White,United-States,28,354.30,3.5000,44.287500,7.250000000000001,10457.503593750003,8,24,NULL
67295688,Adm-clerical,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,57,412.33,4.0714,29.452143,3.35204081632653,704.1918454081632,14,31,NULL
68002302,Handlers-cleaners,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,92,211.09,1.5862,3.639483,1.621878715814506,10.532698008323424,58,30,NULL
70009898,Prof-specialty,Private,Some-college,10,Never-married,Own-child,White,United-States,160,341.52,3.0769,6.567692,1.9940828402366857,18.751633136094675,52,24,Wholesaler
70277078,Tech-support,Private,Bachelors,13,Divorced,Not-in-family,White,United-States,80,190.06,2.7586,6.553793,5.976218787158145,29.865920095124842,29,43,NULL
74441091,Unknown,Unknown,HS-grad,9,Never-married,Own-child,White,United-States,195,333.03,4.6429,7.929286,8.848639455782314,50.87697329931972,42,48,Wholesaler
74634328,Other-service,Private,11th,7,Never-married,Not-in-family,White,United-States,561,1085.46,1.6847,3.259640,8.167843519194868,35.45543170197225,333,31,NULL
74925936,Other-service,Private,10th,6,Never-married,Not-in-family,White,United-States,274,386.12,11.9130,16.787826,1614.6880907372404,177.06156483931946,23,31,Wholesaler
77044249,Unknown,Unknown,Bachelors,13,Married-civ-spouse,Wife,White,United-States,116,510.12,2.3200,10.202400,3.937600000000001,274.94696224,50,27,NULL
78196865,Sales,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,62,145.93,1.3778,3.242889,0.9461728395061726,6.139580543209877,45,50,NULL
79401403,Machine-op-inspct,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,13,13.47,1.8571,1.924286,0.979591836734694,0.47665306122448975,7,55,Personal
80805783,Handlers-cleaners,Private,Some-college,10,Never-married,Own-child,Black,United-States,212,359.66,1.3006,2.206503,8.676502691106176,33.186944213180766,163,24,Wholesaler
83558458,Handlers-cleaners,Private,HS-grad,9,Divorced,Not-in-family,White,United-States,43,92.60,2.1500,4.630000,3.5275,16.60339,20,41,Personal
85277664,Exec-managerial,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,64,198.76,2.9091,9.034545,7.8099173553719,195.47097024793382,22,27,NULL
86717852,Sales,Self-emp-inc,9th,5,Divorced,Not-in-family,White,United-States,124,225.26,5.6364,10.239091,19.1404958677686,72.97569008264463,22,70,NULL
86724972,Farming-fishing,Private,12th,8,Married-civ-spouse,Husband,Other,Mexico,204,486.43,3.4576,8.244576,8.078713013501867,75.6476282102844,59,25,NULL
87360081,Prof-specialty,Self-emp-inc,Bachelors,13,Never-married,Not-in-family,White,United-States,179,501.86,2.1310,5.974524,3.9947562358276634,30.126831916099768,84,41,NULL
87361141,Other-service,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,1376,3112.42,3.4059,7.704010,99.42432114498574,142.37412203950598,404,34,Wholesaler
87453572,Other-service,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,653,1610.95,3.8187,9.420760,5.972983140111488,38.34365497759995,171,35,Wholesaler
88929394,Craft-repair,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,24,91.91,2.4000,9.191000,4.039999999999999,132.76732900000002,10,50,NULL
89248999,Adm-clerical,Private,HS-grad,9,Divorced,Not-in-family,Other,United-States,106,328.20,4.0769,12.623077,10.763313609467456,235.6591674556213,26,41,Wholesaler
93749854,Unknown,Unknown,Some-college,10,Never-married,Own-child,White,United-States,676,1619.18,6.2018,14.854862,361.55559296355506,490.3568139718879,109,19,Wholesaler
94575994,Prof-specialty,Self-emp-inc,Masters,14,Married-civ-spouse,Husband,White,United-States,121,416.89,3.7813,13.027813,7.983398437500001,193.10594833984382,32,45,NULL
94595457,Adm-clerical,Private,Some-college,10,Divorced,Unmarried,White,United-States,431,1359.31,2.6442,8.339325,4.781361737363093,60.88645537280289,163,52,Wholesaler
95064999,Adm-clerical,Private,HS-grad,9,Never-married,Own-child,White,United-States,429,1060.92,3.3256,8.224186,293.35136109608777,692.0930103839919,129,23,NULL
95844713,Protective-serv,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,United-States,76,211.40,3.0400,8.456000,7.1584,391.68624000000005,25,45,NULL
96140019,Adm-clerical,Private,Bachelors,13,Never-married,Own-child,White,United-States,25120,35263.92,273.0435,383.303478,168629.84593572785,448545.5461531189,92,24,NULL
98478394,Other-service,Private,HS-grad,9,Never-married,Own-child,White,United-States,88,168.86,4.0000,7.675455,9.272727272727272,58.40968842975205,22,23,NULL
98610562,Prof-specialty,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,United-States,66,185.38,3.0000,8.426364,9.09090909090909,77.79093223140497,22,59,Wholesaler
99122387,Protective-serv,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Husband,White,United-States,166,596.46,2.3380,8.400845,3.209680618924817,76.88023590557428,71,45,NULL
99381649,Exec-managerial,Private,HS-grad,9,Never-married,Own-child,White,United-States,61,116.17,1.9677,3.747419,1.902185223725286,32.30602559833507,31,38,NULL
101195561,Machine-op-inspct,Private,HS-grad,9,Divorced,Not-in-family,White,United-States,38,26.97,1.1176,0.793235,0.10380622837370249,0.49053365051903114,34,34,NULL
101638745,Prof-specialty,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,34,161.38,2.2667,10.758667,4.595555555555555,143.43217155555553,15,38,NULL
101751870,Handlers-cleaners,Local-gov,Preschool,1,Never-married,Own-child,White,United-States,89,139.60,2.7813,4.362500,5.420898437499999,12.33701875,32,41,NULL
103349806,Other-service,Private,HS-grad,9,Divorced,Not-in-family,Black,United-States,281,533.00,1.7346,3.290123,1.8616445663770775,12.58402714525224,162,38,Wholesaler
103500560,Priv-house-serv,Private,5th-6th,3,Married-spouse-absent,Not-in-family,White,Mexico,445,849.41,5.4938,10.486543,16.274653254077116,68.69837076665144,81,42,NULL
105860506,Machine-op-inspct,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,17,68.39,2.8333,11.398333,1.138888888888889,47.4425138888889,6,34,NULL
107386571,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,United-States,156,651.98,3.4667,14.488444,7.0488888888888885,151.59050202469138,45,20,NULL
109196027,Handlers-cleaners,Private,HS-grad,9,Never-married,Unmarried,White,United-States,300,780.58,5.6604,14.727925,12.978996084015657,90.99728059807761,53,25,NULL
110316358,Craft-repair,Private,9th,5,Married-civ-spouse,Husband,White,United-States,26,52.80,4.3333,8.800000,8.888888888888888,45.38916666666666,6,30,NULL
111766643,Adm-clerical,Private,HS-grad,9,Divorced,Unmarried,White,United-States,397,1076.52,5.5139,14.951667,798.4442515432097,433.8728472222222,72,47,Wholesaler
112110395,Craft-repair,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,United-States,293,956.70,1.8662,6.093631,2.2305164509716424,48.284397646963356,157,32,NULL
116580881,Sales,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,178,424.66,1.7115,4.083269,1.8975591715976328,22.94688161982249,104,41,NULL
117037480,Craft-repair,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,246,805.81,3.5143,11.511571,6.5069387755102035,141.44880753061227,70,37,NULL
118111259,Sales,Private,Some-college,10,Never-married,Own-child,White,United-States,43,62.21,2.0476,2.962381,2.9977324263038554,5.947408616780046,21,20,NULL
120896589,Unknown,Unknown,Some-college,10,Married-civ-spouse,Husband,White,United-States,1015,1648.17,8.1200,13.185360,706.3935999999999,614.9827640703999,125,71,Wholesaler
123187429,Other-service,Private,HS-grad,9,Divorced,Own-child,Asian-Pac-Islander,South,16,94.04,1.6000,9.404000,0.44000000000000006,164.32184400000003,10,43,Personal
124992952,Craft-repair,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,119,255.43,1.9833,4.257167,3.8497222222222214,23.516390305555554,60,23,NULL
125555415,Adm-clerical,Federal-gov,HS-grad,9,Married-civ-spouse,Husband,White,England,33,144.35,1.8333,8.019444,12.583333333333336,119.01642746913578,18,38,NULL
126620622,Adm-clerical,Local-gov,Assoc-acdm,12,Never-married,Not-in-family,White,United-States,1455,1958.87,10.7778,14.510148,6733.2395061728375,1318.0277984965705,135,29,Wholesaler
126695401,Adm-clerical,State-gov,Some-college,10,Never-married,Own-child,White,United-States,162,252.09,32.4000,50.418000,3121.04,6369.672096000002,5,23,Wholesaler
127186021,Other-service,Private,Some-college,10,Never-married,Not-in-family,White,United-States,165,178.41,82.5000,89.205000,5402.25,5799.584025000001,2,29,NULL
128326819,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,United-States,176,343.29,9.2632,18.067895,461.56232686980616,107.76515346260389,19,22,NULL
129332289,Prof-specialty,Private,Doctorate,16,Never-married,Not-in-family,White,United-States,190,481.18,3.8776,9.820000,10.2707205331112,68.46164081632655,49,72,NULL
129809947,Prof-specialty,State-gov,HS-grad,9,Divorced,Unmarried,White,United-States,55,217.47,3.6667,14.498000,5.822222222222222,214.40480266666663,15,35,Wholesaler
130547993,Other-service,Self-emp-not-inc,HS-grad,9,Divorced,Unmarried,White,United-States,150,531.80,2.8302,10.033962,1.9522961908152363,53.97452958348166,53,23,NULL
132715560,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,United-States,38,64.23,1.2258,2.071935,1.0135275754422477,2.961822060353798,31,27,NULL
133075924,Other-service,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,152,404.95,2.5333,6.749167,4.882222222222222,67.53395097222223,60,69,Wholesaler
137068657,Sales,Self-emp-not-inc,Some-college,10,Separated,Not-in-family,White,United-States,236,1030.05,2.9500,12.875625,4.797499999999999,87.75003210937504,80,57,NULL
137894915,Adm-clerical,Private,Some-college,10,Divorced,Not-in-family,White,United-States,48,88.40,8.0000,14.733333,8,15.96222222222223,6,43,Wholesaler
138486085,Craft-repair,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,133,336.96,1.4301,3.623226,1.3633946120938838,12.067714325355533,93,37,NULL
138570374,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,101,337.69,1.5303,5.116515,39.88544536271809,127.18696209825532,66,50,Wholesaler
138815102,Handlers-cleaners,Private,HS-grad,9,Married-civ-spouse,Wife,White,United-States,354,823.53,3.2477,7.555321,8.718458042252333,69.0470982913896,109,44,NULL
139320077,Exec-managerial,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,21,102.55,2.1000,10.255000,4.090000000000001,78.85422499999997,10,34,NULL
140175671,Farming-fishing,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,670,464.42,3.4715,2.406321,6.446079089371523,11.978049161051304,193,40,NULL
142449353,Farming-fishing,Self-emp-not-inc,10th,6,Married-civ-spouse,Husband,White,United-States,59,165.56,3.2778,9.197778,5.311728395061729,79.74785061728397,18,53,NULL
142501913,Handlers-cleaners,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,117,65.79,58.5000,32.895000,2450.25,66.34102500000002,2,27,NULL
142509658,Other-service,Private,Some-college,10,Never-married,Not-in-family,White,United-States,30,118.00,3.0000,11.800000,3.8000000000000007,80.862,10,24,NULL
143162605,Craft-repair,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,22,114.71,3.1429,16.387143,1.836734693877551,239.08584897959182,7,26,NULL
145418728,Prof-specialty,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,United-States,67,173.67,2.7917,7.236250,5.081597222222222,53.85564010416666,24,60,NULL
148095471,Prof-specialty,Local-gov,Bachelors,13,Never-married,Other-relative,Black,United-States,40,40.89,2.6667,2.726000,2.622222222222222,9.776610666666665,15,34,NULL
148265345,Protective-serv,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,United-States,35,64.47,1.6667,3.070000,2.4126984126984135,28.510952380952375,21,32,NULL
148438239,Prof-specialty,Private,Masters,14,Married-civ-spouse,Husband,White,United-States,1767,4094.22,4.5659,10.579380,16.964004567033236,203.13449884021406,387,28,Wholesaler
148789894,Adm-clerical,Private,10th,6,Married-civ-spouse,Husband,White,United-States,-21,32.28,-0.5000,0.768571,27.392857142857142,106.82104081632653,42,43,NULL
149421689,Other-service,Private,5th-6th,3,Divorced,Not-in-family,White,Cuba,379,569.99,3.2672,4.913707,10.333754458977408,28.704430224435203,116,50,Wholesaler
150215654,Machine-op-inspct,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,2563,3485.56,17.3176,23.551081,4962.041042731921,2758.761792074507,148,33,Wholesaler
150619480,Unknown,Unknown,7th-8th,4,Divorced,Not-in-family,White,United-States,509,1170.88,4.9902,11.479216,190.73519800076892,242.13736605151868,102,66,Wholesaler
153084179,Other-service,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,1333,2789.55,3.4895,7.302487,11.37554480414462,66.48227051684438,382,46,NULL
153825784,Craft-repair,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,United-States,1507,2030.93,3.6756,4.953488,5.2825758477096905,27.688509054729305,410,57,Personal
154523796,Sales,Private,HS-grad,9,Widowed,Not-in-family,White,United-States,57,167.99,2.8500,8.399500,6.727499999999999,103.16256475,20,62,NULL
155627886,Craft-repair,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Husband,White,Hungary,180,867.80,3.4615,16.688462,5.24852071005917,516.3944514792898,52,67,NULL
156162795,Other-service,Local-gov,10th,6,Married-civ-spouse,Husband,White,United-States,35,104.37,3.5000,10.437000,6.65,64.314481,10,53,NULL
156950226,Protective-serv,Private,Bachelors,13,Divorced,Not-in-family,Black,United-States,177,450.02,3.4038,8.654231,5.2792159763313595,266.4200821005918,52,32,Wholesaler
157486091,Exec-managerial,Local-gov,HS-grad,9,Never-married,Own-child,Amer-Indian-Eskimo,United-States,25,78.15,4.1667,13.025000,5.805555555555556,32.37395833333334,6,39,NULL
158113679,Craft-repair,Private,Assoc-voc,11,Never-married,Unmarried,White,United-States,62,98.26,2.3846,3.779231,3.313609467455621,37.5684301775148,26,45,NULL
158579012,Craft-repair,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,United-States,116,521.42,3.1351,14.092432,7.414170927684438,537.9479427319212,37,28,NULL
158987308,Transport-moving,Private,HS-grad,9,Separated,Unmarried,White,United-States,82,149.62,3.7273,6.800909,9.289256198347106,41.36089008264463,22,43,NULL
160255700,Sales,Self-emp-not-inc,Bachelors,13,Never-married,Not-in-family,White,United-States,152,453.66,2.8148,8.401111,5.4842249657064475,66.94746172839506,54,29,NULL
163088112,Transport-moving,Private,7th-8th,4,Divorced,Not-in-family,White,United-States,671,819.12,3.2892,4.015294,6.431060169165706,8.46644256055364,204,60,NULL
164326730,Prof-specialty,Private,Masters,14,Married-civ-spouse,Husband,White,United-States,76,252.68,4.2222,14.037778,11.172839506172838,55.92198395061728,18,35,NULL
165785382,Sales,Private,Some-college,10,Never-married,Own-child,White,United-States,296,1312.45,3.0833,13.671354,8.409722222222221,1179.7994262912327,96,19,NULL
165911176,Tech-support,Local-gov,Assoc-voc,11,Married-civ-spouse,Husband,White,United-States,135,653.30,3.2143,15.554762,3.0731292517006805,36.21650113378684,42,33,Wholesaler
168402291,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,25,81.70,3.1250,10.212500,8.359375,26.103593749999998,8,26,NULL
170898420,Machine-op-inspct,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,127099,155692.41,68.2961,83.660618,15676.206266182058,33472.66548919361,1861,28,NULL
172482755,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,54,140.53,3.6000,9.368667,8.773333333333335,44.14126488888889,15,44,NULL
173205349,Prof-specialty,Private,Some-college,10,Married-civ-spouse,Husband,Black,Haiti,329,856.91,2.6532,6.910565,3.8394250780437047,55.757550487773145,124,54,NULL
174779392,Machine-op-inspct,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,430,960.47,3.7391,8.351913,87.27107750472591,73.14480677504726,115,52,NULL
176350916,Exec-managerial,Private,Masters,14,Married-civ-spouse,Husband,White,United-States,404,1566.31,3.1077,12.048538,6.773017751479286,233.88007863313615,130,37,NULL
178693678,Adm-clerical,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,67,261.41,2.5769,10.054231,3.5517751479289936,85.66918594674556,26,62,Wholesaler
179338432,Craft-repair,Private,7th-8th,4,Married-civ-spouse,Husband,White,United-States,149,332.69,3.5476,7.921190,6.200113378684808,28.417186678004526,42,42,NULL
180141007,Unknown,Unknown,10th,6,Never-married,Own-child,White,United-States,359,1100.94,3.2342,9.918378,11.602791981170357,180.84824061358665,111,17,NULL
180218554,Handlers-cleaners,Private,HS-grad,9,Never-married,Unmarried,White,United-States,7105,4516.28,236.8333,150.542667,53258.47222222222,26220.115619555563,30,30,NULL
182149401,Prof-specialty,Private,Bachelors,13,Never-married,Not-in-family,White,United-States,208,957.65,26.0000,119.706250,3026.2499999999995,65705.6752734375,8,26,NULL
182544969,Other-service,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,United-States,1317,1173.89,14.0106,12.488191,2746.244567677683,1778.6862573675876,94,69,NULL
182918209,Other-service,Private,Some-college,10,Never-married,Own-child,White,United-States,2626,3295.83,2.7184,3.411832,3.666057979587548,11.801822005002387,966,19,Wholesaler
184372270,Sales,Private,Bachelors,13,Married-civ-spouse,Wife,White,United-States,83,484.51,3.9524,23.071905,10.712018140589569,1013.4027773242631,21,34,NULL
186611006,Sales,Private,HS-grad,9,Married-civ-spouse,Husband,White,Cuba,66,146.42,3.4737,7.706316,4.986149584487536,116.33219168975067,19,34,NULL
187734911,Exec-managerial,Private,Assoc-acdm,12,Never-married,Not-in-family,White,United-States,283,923.96,2.5268,8.249643,5.642139668367347,144.49281237244892,112,53,NULL
